slug,industry,confidence
mamamoney,finance_fintech,high
market-street,retail_ecommerce,high
masabi,tech_software_internet,high
massarcapital,finance_fintech,high
mauser-packaging-solutions,manufacturing,high
mbsb-bank-berhadc,finance_banking,high
mcaconnect,consulting_professional_services,high
melotech,tech_software_internet,medium
memoryblue,consulting_professional_services,high
mend-io,tech_software_internet,high
meng-kah-auto-parts-trading-sdn-bhd,automotive,high
mezzettacareers,consumer_brands,high
micare-sdn-bhd,finance_insurance,medium
mill,tech_hardware_semiconductors,medium
mindpeak,tech_software_internet,high
mitraland-group,real_estate_construction,high
mitsubishimotorsna,automotive,high
modern-technology-solutions-inc-mtsi,defense_aerospace,high
move2usajobs-com-inc,consulting_professional_services,high
moxfive,tech_software_internet,high
moxxidigital,media_entertainment,medium
mr-d-i-y-trading-sdn-bhd,retail_ecommerce,high
mulliganfunding,finance_fintech,high
munchworld-marketing-sdn-bhd,media_entertainment,medium
mystenlabs,finance_fintech,high
nalco-water-an-ecolab-company,manufacturing,high
nestl,consumer_brands,high
netboxlabs,tech_software_internet,high
netflix,media_entertainment,high
netjets,transportation_logistics,high
nfq,tech_software_internet,high
nippon-paint-m-sdn-bhd,consumer_brands,high
novo,finance_fintech,high
numeric,finance_fintech,high
numotion,healthcare_devices,high
obvio,tech_software_internet,high
omaha-public-power-district,energy_utilities,high
onexgeneral,finance_fintech,high
openfarminc,consumer_brands,high
orenda,real_estate_construction,high
orisoft-technology-sdn-bhd,tech_software_internet,high
osmosis,education_higher,high
ozow,finance_fintech,high
pa-recruitment-kl-sdn-bhd,consulting_professional_services,high
panacea-direct-inc,consulting_professional_services,high
panasonic-appliances-air-conditioning-malaysia-sdn-bhd,manufacturing,high
paradigm,finance_fintech,medium
pareto-usa,consulting_professional_services,high
passage,finance_fintech,medium
patlytics,tech_software_internet,high
pave-talent,consulting_professional_services,high
paxlabs,consumer_brands,high
pca-group-sdn-bhd,consulting_professional_services,medium
pci-pharma-services,healthcare_pharma_biotech,high
penninteractive,gaming,high
performancedevelopmentgroup,consulting_professional_services,high
perodua-sales-sdn-bhd,automotive,high
phoebe-work,tech_software_internet,medium
piau-kee-live-and-frozen-seafood-sdn-bhd,agriculture_food_production,high
piccollage,tech_software_internet,high
planera,tech_software_internet,high
planner5d,tech_software_internet,high
plantingspace,tech_software_internet,high
pls-financial-services-inc,finance_fintech,high
polarsteps,tech_software_internet,high
praxent,consulting_professional_services,high
pricefox,finance_insurance,medium
privatehealthmanagement,healthcare_provider,high
procurify,tech_software_internet,high
propelsoftware,tech_software_internet,high
prophecysimpledatalabs,tech_software_internet,high
prospa,finance_fintech,high
proyectosinternacionales,nonprofit,high
public-medicare-group-sdn-bhd,healthcare_provider,high
qi-services-m-sdn-bhd,consulting_professional_services,medium
quectel-wireless-solutions-penang-sdn-bhd,telecommunications,high
randstad,consulting_professional_services,high
ranhill-worley-sdn-bhd,energy_utilities,high
rbc,finance_banking,high
reacher,tech_software_internet,medium
recidiviz,nonprofit,high
red-bull-distribution-company,transportation_logistics,high
redsox,media_entertainment,high
regen-rehabilitation-international,healthcare_provider,medium
remodelhealth,finance_insurance,high
renewal-by-andersen,real_estate_construction,high
retail-options,consulting_professional_services,medium
ria,consulting_professional_services,medium
rightformula,media_entertainment,high
roompricegenie,tech_software_internet,high
s-business-consulting,consulting_professional_services,medium
safelease,finance_insurance,high
safran-landing-systems-malaysia-sdn-bhd,defense_aerospace,high
sam-young-asia-sdn-bhd,real_estate_construction,medium
sc-engineering-packing-machinery-moving-solutions-sdn-bhd,manufacturing,medium
scale3c,consulting_professional_services,medium
scan-com,healthcare_provider,medium
schindler-business-services-centre,manufacturing,high
sci-ecommerce-sdn-bhd,consulting_professional_services,medium
scoutspace,defense_aerospace,high
sds-group-berhad,consumer_brands,medium
sealink-sdn-bhd,transportation_logistics,high
sei-labs,finance_fintech,high
select-service-partner-malaysia-sdn-bhd,hospitality_food_service,high
senheng-electric-kl-sdn-bhd,retail_ecommerce,high
setia-awan-land-services-sdn-bhd,real_estate_construction,high
sidley-austin-llp,legal_services,high
simon-property-group,real_estate_construction,high
skyryse,defense_aerospace,high
skyworks-solutions-inc,tech_hardware_semiconductors,high
sona,tech_software_internet,high
sonic,telecommunications,medium
spellbrush,gaming,high
spirit-aerosystems-malaysia-sdn-bhd,defense_aerospace,high
splend,automotive,high
sports-direct-malaysia-sdn-bhd,retail_ecommerce,high
spotlight-29-casino,media_entertainment,high
stack-ai,tech_software_internet,high
stanley1913-us,consumer_brands,high
starpath.space,defense_aerospace,high
stay22,tech_software_internet,high
steelcase-manufacturing-malaysia-sdn-bhd,manufacturing,high
stonyhurst-international-school-penang,education_k12,high
strategic-employment-partners-sep,consulting_professional_services,high
stratus-automation-sdn-bhd,manufacturing,high
studycareers,education_higher,medium
sunlight-galaxy-sdn-bhd,media_entertainment,medium
swayable,tech_software_internet,high
swm-environment-sdn-bhd,energy_utilities,medium
sygaldry-technologies,tech_hardware_semiconductors,high
t-rowe-price,finance_fintech,high
tachyon-technologies,consulting_professional_services,high
targetrwe,healthcare_pharma_biotech,high
tata-technologies,consulting_professional_services,high
tatum-by-randstad,consulting_professional_services,high
teamware-solutions-a-division-of-quantum-leap-consulting-pvt-ltd,consulting_professional_services,high
techtronic-industries-tti,manufacturing,high
terawattinfrastructure,energy_utilities,high
terranova,tech_hardware_semiconductors,medium
tetra-tech,consulting_professional_services,high
the-baer-group,consulting_professional_services,high
the-connor-group,real_estate_construction,high
the-lubrizol-corporation,manufacturing,high
the-metrohealth-system-cleveland-oh,healthcare_provider,high
the-trade-desk,media_entertainment,high
thematherevanston,healthcare_provider,high
thepieexecsearch,consulting_professional_services,high
therealdeal,media_entertainment,high
tilt,tech_software_internet,medium
tldr.tech,media_entertainment,medium
toshiba-transmission-distribution-systems-asia-sdn-bhd,energy_utilities,high
tovala,consumer_brands,high
tsh-resources-berhad,agriculture_food_production,high
tt-vision-technologies-sdn-bhd,tech_hardware_semiconductors,high
turn2partners,consulting_professional_services,high
turningpointforgod,nonprofit,high
tylin,consulting_professional_services,high
umaeducationinc,education_higher,high
underscoremarketing,media_entertainment,high
unilever-malaysia-holdings,consumer_brands,high
universal-technical-institute-inc,education_higher,high
uqpay-technology-my-sdn-bhd,finance_fintech,high
valiant-integrated-services,defense_aerospace,high
valmont-industries-inc,manufacturing,high
vanli-auto-spares-sdn-bhd,automotive,high
verahealth,healthcare_provider,high
veridian-tech-solutions-inc,consulting_professional_services,high
verisoul,tech_software_internet,high
veterans-benefits-administration,public_sector_government,high
videoamp,media_entertainment,high
vistra-corp,energy_utilities,high
voltus,energy_utilities,high
vstecs-berhad,consulting_professional_services,high
vt-group-vtg,defense_aerospace,high
walkwater-technologies,consulting_professional_services,high
wasabi,tech_software_internet,high
way2class,education_k12,medium
weploy,consulting_professional_services,high
whop,tech_software_internet,high
wilbur-ellis,agriculture_food_production,high
wolters-kluwer,tech_software_internet,high
worldline-international-malaysia-sdn-bhd,finance_fintech,high
yesenergy,energy_utilities,high
ykl-engineering-sdn-bhd,real_estate_construction,medium
yoodliinc,tech_software_internet,high
youtrip,finance_fintech,high
zen-computer-systems-sdn-bhd,consulting_professional_services,medium
zenith-infotech-services-sdn-bhd,consulting_professional_services,medium
zeromark,defense_aerospace,medium
1800contacts,retail_ecommerce,high
1mind,tech_software_internet,high
Zoo,tech_software_internet,high
a-k-koh-enterprise-sdn-bhd,manufacturing,medium
accenture-technology-solutions-sdn-bhd,consulting_professional_services,high
acoustic-lighting-system-sdn-bhd,real_estate_construction,medium
adaptive,tech_software_internet,high
adaptyv,healthcare_pharma_biotech,high
ag-staffing-malaysia,consulting_professional_services,high
alcon,healthcare_devices,high
alta-it-services-llc,defense_aerospace,high
altasciences,healthcare_pharma_biotech,high
alten-technology-usa,automotive,high
am-life-international-sdn-bhd,consumer_brands,medium
amendconsulting,consulting_professional_services,high
american-equipment-holdings,manufacturing,high
american-housing,real_estate_construction,high
amh,real_estate_construction,high
amtec-inc,consulting_professional_services,high
andromeda,tech_software_internet,high
anima,healthcare_provider,high
annata-dynamics-sdn-bhd,tech_software_internet,high
anteriad,media_entertainment,high
apetan-consulting-llc,consulting_professional_services,high
apm-corporate-services-sdn-bhd,consulting_professional_services,medium
arc-document-solutions,consulting_professional_services,high
artsy,media_entertainment,high
ashoka,nonprofit,high
aspyrmediainc,gaming,high
asta-crs-inc,consulting_professional_services,high
atkinsr-alis,consulting_professional_services,high
autods,tech_software_internet,high
azzur-group,consulting_professional_services,high
bay-cove-human-services,nonprofit,high
bayone-solutions,consulting_professional_services,high
bd,healthcare_devices,high
beam-suntory,consumer_brands,high
beckman-coulter-diagnostics,healthcare_devices,high
ben,tech_software_internet,high
big-bad-wolf-books-sdn-bhd,retail_ecommerce,high
bio-rad-laboratories,healthcare_devices,high
bloom,consumer_brands,high
bluebirdkidshealth,healthcare_provider,high
blueprintmedicines,healthcare_pharma_biotech,high
blueroseresearch,consulting_professional_services,high
bravens-inc,consulting_professional_services,high
brickred-systems,consulting_professional_services,high
bridgenet-solutions-sdn-bhd,tech_software_internet,medium
bunge,agriculture_food_production,high
bureau-veritas-m-sdn-bhd,consulting_professional_services,high
burklandassociates,consulting_professional_services,high
cable-one,telecommunications,high
cai,consulting_professional_services,medium
calahealth,healthcare_devices,high
calstart,nonprofit,high
calyptus,tech_software_internet,high
capvision,consulting_professional_services,high
carbonchain,tech_software_internet,high
cardone-ventures,consulting_professional_services,high
caresource,finance_insurance,high
carole-fabrics,manufacturing,high
casca,tech_software_internet,high
casemanagementconsulting,defense_aerospace,high
cdk-global,tech_software_internet,high
cdnetworks-m-sdn-bhd,tech_software_internet,high
centari,tech_software_internet,high
cents,tech_software_internet,high
change,nonprofit,high
chep,transportation_logistics,high
chevron-phillips-chemical-company,manufacturing,high
chromatic,tech_software_internet,high
clarityai,tech_software_internet,high
cleanlaundry,consumer_brands,high
cobo,finance_fintech,high
cochlear-malaysia-sdn-bhd,healthcare_devices,high
coinbase,finance_fintech,high
comity,energy_utilities,high
comstruct,tech_software_internet,medium
comulate,tech_software_internet,high
considine-search,consulting_professional_services,high
consultnet-technology-services-and-solutions,consulting_professional_services,high
contech-control-services,consulting_professional_services,high
coopervision,healthcare_devices,high
copiapower,energy_utilities,high
core-group-resources,consulting_professional_services,high
corteva-agriscience,agriculture_food_production,high
country-garden-pacificview-sdn-bhd,real_estate_construction,high
covanta,energy_utilities,high
coway-malaysia-sdn-bhd,consumer_brands,high
cpi-kl-sdn-bhd,manufacturing,medium
csm-corporation,hospitality_food_service,high
cura-hospitality,hospitality_food_service,high
d3-search,consulting_professional_services,high
debutbiotech25,healthcare_pharma_biotech,high
defense-intelligence-agency,defense_aerospace,high
devcare-solutions,consulting_professional_services,high
dewberry,consulting_professional_services,high
digitalab-sdn-bhd,tech_software_internet,medium
distinct-hub-plt,consulting_professional_services,medium
distributed-spectrum,defense_aerospace,high
dodmg,defense_aerospace,medium
dons-garage-doors,real_estate_construction,high
dp-world,transportation_logistics,high
drsc,consulting_professional_services,high
ducerapartners,finance_banking,high
dun-bradstreet-d-b-malaysia-sdn-bhd,tech_software_internet,high
dyneti,tech_software_internet,high
dyson-manufacturing-sdn-bhd,consumer_brands,high
e-it,consulting_professional_services,high
e-nescom-designify-elements-sdn-bhd,consulting_professional_services,medium
ea-team-inc,consulting_professional_services,high
easybook-m-sdn-bhd,transportation_logistics,high
ecoatmgazelle,consumer_brands,high
egenesisbio,healthcare_pharma_biotech,high
elna-pcb-m-sdn-bhd,tech_hardware_semiconductors,high
emery-sapp-sons-inc,real_estate_construction,high
enablecomp,healthcare_provider,high
engtex-group-berhad,manufacturing,high
ensemble-health-partners,healthcare_provider,high
entegris,tech_hardware_semiconductors,high
epickids,tech_software_internet,high
evergreenaction,nonprofit,high
evolutioniq,tech_software_internet,high
exact-asia-development-centre-sdn-bhd,consulting_professional_services,medium
fable,tech_software_internet,high
fabrion,tech_software_internet,high
factorialenergy,manufacturing,high
fastrain-technology-malaysia-sdn-bhd,manufacturing,medium
finitestate,tech_software_internet,high
firstconnectinsurance,finance_insurance,high
flawless,tech_software_internet,high
fleetzero,transportation_logistics,high
fnz-services-nz-limited,finance_fintech,high
foley-equipment,manufacturing,high
forest-service,public_sector_government,high
form3,finance_fintech,high
formal,tech_software_internet,high
fortrobotics,manufacturing,high
forward,healthcare_provider,high
forward-air-corporation,transportation_logistics,high
foundationhealthcareers,healthcare_provider,high
fourtitude-asia,consulting_professional_services,medium
foxelligroup,retail_ecommerce,medium
frasco-profiles,consulting_professional_services,high
friedfrankharrisshriverjacobsonllp,legal_services,high
fsastorecom,retail_ecommerce,high
furtherai,tech_software_internet,high
future,tech_software_internet,low
garmin,tech_hardware_semiconductors,high
genentech,healthcare_pharma_biotech,high
genting-plantations-berhad,agriculture_food_production,high
goodie-ai,tech_software_internet,high
goodinside,consumer_brands,medium
govworx,tech_software_internet,high
granica,tech_software_internet,high
green-packet,telecommunications,high
gridcare,energy_utilities,high
gursey,consulting_professional_services,high
h-e-equipment-services-inc,manufacturing,high
hauler-hero,tech_software_internet,high
havenparkcommunities,real_estate_construction,high
hellbenderinc,manufacturing,high
hexaware-technologies,consulting_professional_services,high
hire-with-jarvis,consulting_professional_services,high
holcim-building-envelope,manufacturing,high
homepro-malaysia,retail_ecommerce,high
hometap,finance_fintech,high
house-of-representatives,public_sector_government,high
hugheshubbardreedllp,legal_services,high
human-computer-lab,tech_hardware_semiconductors,medium
hungryroot,consumer_brands,high
hyundai-motor-america,automotive,high
ibm-malaysia-sdn-bhd,tech_software_internet,high
iimmpact,consulting_professional_services,medium
impinjexternal,tech_hardware_semiconductors,high
infinite-computer-solutions,consulting_professional_services,high
infinity-8,consulting_professional_services,medium
infosoft-inc,consulting_professional_services,high
infostride,consulting_professional_services,high
innovativesol-2,consulting_professional_services,high
inspira-resources-sdn-bhd,real_estate_construction,medium
interplay,finance_fintech,medium
interstellarlab,defense_aerospace,high
intuit,tech_software_internet,high
ioi-plantation-services-sdn-bhd,agriculture_food_production,high
ioi-properties-group-offices,real_estate_construction,high
ipay88-holding-sdn-bhd,finance_fintech,high
irvine-technology-corporation,consulting_professional_services,high
j8-security-llc,other,medium
jcl-credit-leasing-sdn-bhd,finance_fintech,high
jess-technology-sdn-bhd,manufacturing,medium
jhm-consolidation-berhad,manufacturing,high
joyrideautos,automotive,high
jp-caliber,consulting_professional_services,high
jstar-motion-sdn-bhd,manufacturing,medium
jumo,finance_fintech,high
juneshine,consumer_brands,high
jurutera-jasa-sarawak-sdn-bhd,consulting_professional_services,high
kellerpostman,legal_services,high
kelly-professional-industrial,consulting_professional_services,high
kldiscovery,legal_services,high
klook-travel-technology-sdn-bhd,tech_software_internet,high
knox-systems,tech_software_internet,high
kombo,tech_software_internet,high
konecranes,manufacturing,high
koperasi-polis-diraja-malaysia-berhad,finance_banking,medium
kumpulan-lebar-daun,real_estate_construction,medium
kyra,media_entertainment,high
landdesign,consulting_professional_services,high
lb-aluminium-berhad,manufacturing,high
legal-io,legal_services,high
legion,tech_software_internet,high
leslie-s,retail_ecommerce,high
liberis,finance_fintech,high
lightspark,finance_fintech,high
lincoln-financial-group,finance_fintech,high
livechatinc,tech_software_internet,high
lonza,healthcare_pharma_biotech,high
loveholidays,tech_software_internet,high
luxor-beauty-world-sdn-bhd,consumer_brands,high
lyellimmunopharma,healthcare_pharma_biotech,high
m-link-system-m-sdn-bhd,tech_software_internet,medium
madison-davis-llc,consulting_professional_services,high
mamsys-world,consulting_professional_services,high
manulife-insurance-berhad,finance_insurance,high
marie-france-bodyline-sdn-bhd,consumer_brands,high
markforged,manufacturing,high
masis-professional-group,consulting_professional_services,high
mastec-power-delivery,energy_utilities,high
matthews-international-malaysia-sdn-bhd,manufacturing,high
mayora-malaysia-sdn-bhd,consumer_brands,high
mccallister-sdn-bhd,consulting_professional_services,medium
medal,gaming,high
medi.ci,healthcare_provider,high
melwood,nonprofit,high
memx,finance_fintech,high
merchantsfleetmanagement,transportation_logistics,high
metropolis-technologies,tech_software_internet,high
mindvalley-labs-sdn-bhd,tech_software_internet,high
minesense,manufacturing,high
mmn-bina-sdn-bhd,real_estate_construction,high
mobile-arts-sdn-bhd,consulting_professional_services,medium
mol-accessportal-sdn-bhd,tech_software_internet,medium
molg,manufacturing,medium
montrose-environmental-group,consulting_professional_services,high
morpho,finance_fintech,high
move concierge,consulting_professional_services,medium
moxie,healthcare_provider,high
murad,consumer_brands,high
nasafcu,finance_banking,high
nationgate-solution-m-sdn-bhd,tech_hardware_semiconductors,high
netapp,tech_software_internet,high
networkright,consulting_professional_services,high
neuropace,healthcare_devices,high
new-seasons-market,retail_ecommerce,high
newleafenergy,energy_utilities,high
nextgreen-pulp-paper-sdn-bhd,manufacturing,high
ninja-logistics-thailand-limited,transportation_logistics,high
noah-medical,healthcare_devices,high
noblesoft-solutions,consulting_professional_services,high
northbound-executive-search,consulting_professional_services,high
northwestadministratorsinc,finance_insurance,high
ntt-data-corporation,consulting_professional_services,high
nvr-inc,real_estate_construction,high
nyan-kids-m-sdn-bhd,consumer_brands,medium
nz-mobile-windscreen,automotive,high
ock-group-of-companies,telecommunications,high
onestudyteam,healthcare_pharma_biotech,high
oplabs,finance_fintech,high
opositiv,consumer_brands,high
pacaso,real_estate_construction,high
pairteam,healthcare_provider,high
palaterium-sdn-bhd,real_estate_construction,medium
panasonic-manufacturing-malaysia-berhad,manufacturing,high
passport,tech_software_internet,high
patch.io,tech_software_internet,high
pathai,healthcare_pharma_biotech,high
patton-labs-inc,consulting_professional_services,high
pdi-technologies,tech_software_internet,high
pearce-services,real_estate_construction,high
pegaunihan-technology-malaysia-sdn-bhd,manufacturing,medium
pekat,energy_utilities,high
pella-corporation,manufacturing,high
pengurusan-aset-air-berhad-paab,energy_utilities,high
pentas-flora-sdn-bhd,energy_utilities,medium
pertama-ferroalloys-sdn-bhd,manufacturing,high
pfizer-malaysia-sdn-bhd,healthcare_pharma_biotech,high
phaedon,media_entertainment,medium
pierce-manufacturing,manufacturing,high
pinecone,tech_software_internet,high
pintaras-group,manufacturing,high
pivotalventuresexternal,nonprofit,high
pivotenergy,energy_utilities,high
planetscale,tech_software_internet,high
polaris-inc,manufacturing,high
pplwise,consulting_professional_services,high
practisinglawinstitute,education_higher,high
premier-plus-property-sdn-bhd,real_estate_construction,high
premierautomation,manufacturing,high
premium-retail-services,consulting_professional_services,high
presslogic-malaysia-sdn-bhd,media_entertainment,high
prime,finance_fintech,medium
proconex,manufacturing,high
propublica,media_entertainment,high
prosum,consulting_professional_services,high
protecthealth-corporation-sdn-bhd,healthcare_provider,high
pts-advance,consulting_professional_services,high
pubgcorporation,gaming,high
publicis-media,media_entertainment,high
puma-sports-goods-sdn-bhd,consumer_brands,high
r-a-commercial-vehicles-sdn-bhd,automotive,high
racetrac,hospitality_food_service,high
railway,tech_software_internet,high
rapidai,tech_software_internet,high
rasma-corporation-sdn-bhd,consulting_professional_services,medium
reach-air-medical-services,healthcare_provider,high
rebag,retail_ecommerce,high
reece-usa,real_estate_construction,high
remx-the-workforce-experts,consulting_professional_services,high
reproductivefreedomforall,nonprofit,high
request-technology-llc,consulting_professional_services,high
reviverx,healthcare_pharma_biotech,high
revolution-technologies,consulting_professional_services,high
rh,retail_ecommerce,high
rigel-technology-malaysia-sdn-bhd,consulting_professional_services,medium
rippling,tech_software_internet,high
rivian,automotive,high
rohas-euco-industries-bhd,manufacturing,high
roo,healthcare_provider,high
rosendin,real_estate_construction,high
ross-stores-inc,retail_ecommerce,high
safar-gemilang-sdn-bhd,tech_software_internet,medium
safetykit,tech_software_internet,high
sagility,consulting_professional_services,high
samaritan-s-purse,nonprofit,high
samayaai,tech_software_internet,high
san-manuel-band-of-mission-indians,media_entertainment,high
saris-ai,tech_software_internet,high
saxon-ai,consulting_professional_services,high
sbt,tech_hardware_semiconductors,high
scoreplay,media_entertainment,high
screenvisiondirectinc,media_entertainment,high
search-personnel-pte-ltd,consulting_professional_services,high
secondharvest,nonprofit,high
secu,finance_banking,high
seesaw,education_k12,high
segi-fresh,retail_ecommerce,high
sensei,hospitality_food_service,high
sfgiants,media_entertainment,high
sime-darby-beyond-auto-sdn-bhd,automotive,high
sirim-berhad,public_sector_government,high
siriusxm,media_entertainment,high
sk-magic-retails-malaysia-sdn-bhd,retail_ecommerce,high
skill-bird,consulting_professional_services,high
skyscanner,tech_software_internet,high
slate,tech_software_internet,high
smartrent,tech_software_internet,high
solomonedwards,consulting_professional_services,high
sourcepassinc,consulting_professional_services,high
sphinx,tech_software_internet,medium
staffing-technologies,consulting_professional_services,high
star-hill-hotel-sdn-bhd-jw-marriott-kuala-lumpur,hospitality_food_service,high
stashaway-malaysia-sdn-bhd,finance_fintech,high
stone-forest,consulting_professional_services,high
storiogroup,consumer_brands,high
stream-environment-sdn-bhd,energy_utilities,medium
substack,media_entertainment,high
supergoop,consumer_brands,high
suzuki-malaysia-automobile-sdn-bhd,automotive,high
system1,media_entertainment,high
tavus,tech_software_internet,high
tc-restaurant-group,hospitality_food_service,high
tea-garden-management-sdn-bhd,hospitality_food_service,medium
tech-mahindra-ict-services-malaysia-sdn-bhd,consulting_professional_services,high
techwish,consulting_professional_services,high
the-phoenix-group,consulting_professional_services,high
theathletic,media_entertainment,high
thedurstorganization,real_estate_construction,high
thelibragroup,other,medium
thesiscareers,consulting_professional_services,medium
theweathercompany,media_entertainment,high
third-party-platform-sdn-bhd,finance_fintech,high
thrivecart,tech_software_internet,high
tiaa,finance_fintech,high
tolan,gaming,high
tonal,consumer_brands,high
topazlabs,tech_software_internet,high
trackonomysystems,tech_hardware_semiconductors,high
trellix,tech_software_internet,high
truelayer,finance_fintech,high
tucows,telecommunications,high
twelve,energy_utilities,high
typescouts,consulting_professional_services,high
udig,consulting_professional_services,high
uhy-llp-certified-public-accountants,consulting_professional_services,high
umc,real_estate_construction,high
unisys,tech_software_internet,high
universaldx,healthcare_pharma_biotech,high
upwardhealth,healthcare_provider,high
upwork,tech_software_internet,high
valpro,consulting_professional_services,high
varite-inc,consulting_professional_services,high
verto,finance_fintech,high
vestiairecollective,retail_ecommerce,high
vestland-resources-sdn-bhd,real_estate_construction,high
vestmark,finance_fintech,high
vii-style-holding-sdn-bhd,hospitality_food_service,medium
vistra-corporate-services-malaysia-sdn-bhd,consulting_professional_services,high
vistra-corporate-services-sea-pte-ltd,consulting_professional_services,high
vitality-boost-sdn-bhd,consulting_professional_services,medium
vitalize,tech_software_internet,medium
volka,gaming,high
vuori,consumer_brands,high
waldorf-astoria-monarch-beach-resort-club,hospitality_food_service,high
walleyecapital-external-fulltime,finance_fintech,high
wentel-engineering-sdn-bhd,manufacturing,high
windranger,finance_fintech,high
wintoo-technology-sdn-bhd,consulting_professional_services,medium
wood-master-furniture-manufacturing,manufacturing,high
worldpay,finance_fintech,high
wundercapital,energy_utilities,high
xdinizioengage,consulting_professional_services,high
ymca-of-greater-seattle,nonprofit,high
yobi,media_entertainment,high
zerohomes,real_estate_construction,high
zodiac-capital-sdn-bhd,finance_fintech,medium
zuellig-pharma-sdn-bhd,healthcare_pharma_biotech,high
1company,consulting_professional_services,high
1st-recruit-llc-an-e-verified-company,consulting_professional_services,high
3eco,consulting_professional_services,high
4e,consulting_professional_services,medium
541,finance_fintech,high
5minlab,gaming,high
BranchInsurance,finance_insurance,high
FitifyWorkouts,tech_software_internet,high
GrowthX AI,consulting_professional_services,medium
a-r-medicom-m-sdn-bhd,healthcare_devices,high
aaa-northern-california-nevada-utah,finance_insurance,high
aam-american-axle-manufacturing,automotive,high
abnormal-security,tech_software_internet,high
accountants-one,consulting_professional_services,high
acme-markets,retail_ecommerce,high
acumen,nonprofit,high
adabi-consumer-industries-sdn-bhd,consumer_brands,high
adecco-permanent-recruitment,consulting_professional_services,high
advanced-energy-industries-malaysia-sdn-bhd,tech_hardware_semiconductors,high
advantage-resourcing,consulting_professional_services,high
advantis-global-is-becoming-inspyr-solutions,consulting_professional_services,high
aeg,media_entertainment,high
aimflex-systems-sdn-bhd,manufacturing,medium
airbyte,tech_software_internet,high
alephalpha,tech_software_internet,high
alifsemi,tech_hardware_semiconductors,high
allspice,tech_software_internet,high
alpha-international-women-s-specialists-sdn-bhd,healthcare_provider,high
alta-equipment-company,manufacturing,high
altair,tech_software_internet,high
altamiratechnologies,consulting_professional_services,high
altec,manufacturing,high
altmansolonuslp,consulting_professional_services,high
aluminium-company-of-malaysia-berhad,manufacturing,high
alvarez-marsal,consulting_professional_services,high
americancapitalgroup,real_estate_construction,high
americanoperator,consulting_professional_services,medium
amerihealth-caritas,finance_insurance,high
ampsortation,manufacturing,high
anod-tech-industry-m-sdn-bhd,manufacturing,medium
anomali,tech_software_internet,high
aon-insurance-brokers-m-sdn-bhd,finance_insurance,high
aperiasolutions,consulting_professional_services,high
applied-medical,healthcare_devices,high
april,finance_fintech,high
aqua,energy_utilities,high
aquabyte,agriculture_food_production,high
arable,agriculture_food_production,high
arb-interactive,gaming,high
arcadiascience,healthcare_pharma_biotech,high
arizona-biltmore-a-waldorf-astoria-resort,hospitality_food_service,high
arkema-coating-resins-malaysia-sdn-bhd,manufacturing,high
artian,tech_software_internet,high
artisanpartners,finance_fintech,high
asian-business-software-solutions-sdn-bhd,tech_software_internet,high
astrion,defense_aerospace,high
atariinc,gaming,high
ati-restoration-llc,real_estate_construction,high
atomic,consulting_professional_services,high
avi-spl,consulting_professional_services,high
axiad,tech_software_internet,high
axion,tech_software_internet,high
backpack,finance_fintech,high
baosteel-can-making-malaysia-sdn-bhd,manufacturing,high
barrington-james,consulting_professional_services,high
beeducation-adventures-sdn-bhd,education_k12,medium
beewise,agriculture_food_production,high
bel,consumer_brands,high
benchmark-electronics-m-sdn-bhd,tech_hardware_semiconductors,high
besfellowship,education_k12,high
betr,gaming,high
big-grain-credit-sdn-bhd,finance_fintech,medium
biofact-life-sdn-bhd,healthcare_pharma_biotech,medium
bivacor-inc,healthcare_devices,high
boss-solutions-global-sdn-bhd,consulting_professional_services,medium
bouldercare,healthcare_provider,high
brand-advance-ssp,media_entertainment,high
brookfield-properties,real_estate_construction,high
bullish-aim-sdn-bhd,real_estate_construction,medium
burnt,finance_fintech,high
business-media-international-sdn-bhd,media_entertainment,high
businesswire,media_entertainment,high
buspatrol,tech_software_internet,high
buzzclan,consulting_professional_services,high
cambium,consulting_professional_services,medium
cannondale,consumer_brands,high
capgemini-engineering,consulting_professional_services,high
capital-region-boces,education_k12,high
capital-vacations,hospitality_food_service,high
carnot-ai,tech_software_internet,high
centennial,real_estate_construction,medium
central-coldstorage-kuching-sdn-bhd,transportation_logistics,high
cerebra-consulting-inc,consulting_professional_services,high
chailease-berjaya-credit-sdn-bhd,finance_fintech,high
chambercardio,healthcare_provider,high
chenega-security-sbu,defense_aerospace,high
chobani,consumer_brands,high
circana,consulting_professional_services,high
clearcapital,tech_software_internet,high
clearco,finance_fintech,high
close,tech_software_internet,high
cloud-destinations,consulting_professional_services,high
codebase-inc,consulting_professional_services,high
comfori-sdn-bhd,consulting_professional_services,high
compex-technologies-sdn-bhd,tech_software_internet,medium
comptechcomputertechnologies,consulting_professional_services,high
comun,finance_fintech,high
conetic-group,consulting_professional_services,medium
confidential-jobs,other,low
conlay-construction-sdn-bhd,real_estate_construction,high
convelio,transportation_logistics,high
cosm,media_entertainment,high
coursecareers,education_higher,high
creativex,tech_software_internet,high
cred,finance_fintech,high
creditunionofcolorado,finance_banking,high
crg,consulting_professional_services,high
crst-the-transportation-solution-inc,transportation_logistics,high
csg-talent,consulting_professional_services,high
ctdi,telecommunications,high
cts-complete-technical-services,consulting_professional_services,high
custom-food-ingredients-sdn-bhd,agriculture_food_production,high
custom-truck-one-source,manufacturing,high
daher,defense_aerospace,high
